full_text,casefolding,clean_text,tokenized,no_stopwords,stemmed,final_text
@salam4jari Pantes mbg sampe ke siswa cuman 6500 rupiah ada dana buzzerpnya,@salam4jari pantes mbg sampe ke siswa cuman 6500 rupiah ada dana buzzerpnya,pantes mbg sampe ke siswa cuman rupiah ada dana buzzerpnya,"['pantes', 'mbg', 'sampe', 'ke', 'siswa', 'cuman', 'rupiah', 'ada', 'dana', 'buzzerpnya']","['pantes', 'mbg', 'sampe', 'siswa', 'cuman', 'rupiah', 'dana', 'buzzerpnya']","['pantes', 'mbg', 'sampe', 'siswa', 'cuman', 'rupiah', 'dana', 'buzzerpnya']",pantes mbg sampe siswa cuman rupiah dana buzzerpnya
@tempodotco lagi dan lagi saya serukan hapus mbg mau diakali kayak gimana juga gk akan cukup. minta lauk protein hewani + susu juga minta vitamin dan serat dari sayur dan buah tapi cuma kuat bayar 10k (nalarmu mbok dinggo) udahlah batalin aja program mahal cuma jadi tinja kok dipaksakan.,@tempodotco lagi dan lagi saya serukan hapus mbg mau diakali kayak gimana juga gk akan cukup. minta lauk protein hewani + susu juga minta vitamin dan serat dari sayur dan buah tapi cuma kuat bayar 10k (nalarmu mbok dinggo) udahlah batalin aja program mahal cuma jadi tinja kok dipaksakan.,lagi dan lagi saya serukan hapus mbg mau diakali kayak gimana juga gk akan cukup minta lauk protein hewani susu juga minta vitamin dan serat dari sayur dan buah tapi cuma kuat bayar k nalarmu mbok dinggo udahlah batalin aja program mahal cuma jadi tinja kok dipaksakan,"['lagi', 'dan', 'lagi', 'saya', 'serukan', 'hapus', 'mbg', 'mau', 'diakali', 'kayak', 'gimana', 'juga', 'gk', 'akan', 'cukup', 'minta', 'lauk', 'protein', 'hewani', 'susu', 'juga', 'minta', 'vitamin', 'dan', 'serat', 'dari', 'sayur', 'dan', 'buah', 'tapi', 'cuma', 'kuat', 'bayar', 'k', 'nalarmu', 'mbok', 'dinggo', 'udahlah', 'batalin', 'aja', 'program', 'mahal', 'cuma', 'jadi', 'tinja', 'kok', 'dipaksakan']","['serukan', 'hapus', 'mbg', 'diakali', 'kayak', 'gimana', 'gk', 'lauk', 'protein', 'hewani', 'susu', 'vitamin', 'serat', 'sayur', 'buah', 'kuat', 'bayar', 'k', 'nalarmu', 'mbok', 'dinggo', 'udahlah', 'batalin', 'aja', 'program', 'mahal', 'tinja', 'dipaksakan']","['seru', 'hapus', 'mbg', 'akal', 'kayak', 'gimana', 'gk', 'lauk', 'protein', 'hewani', 'susu', 'vitamin', 'serat', 'sayur', 'buah', 'kuat', 'bayar', 'k', 'nalar', 'mbok', 'dinggo', 'udahlah', 'batalin', 'aja', 'program', 'mahal', 'tinja', 'paksa']",seru hapus mbg akal kayak gimana gk lauk protein hewani susu vitamin serat sayur buah kuat bayar k nalar mbok dinggo udahlah batalin aja program mahal tinja paksa
@rseocita Mutu MBG naik kelas berkat kolaborasi kita bareng Prabowo,@rseocita mutu mbg naik kelas berkat kolaborasi kita bareng prabowo,mutu mbg naik kelas berkat kolaborasi kita bareng prabowo,"['mutu', 'mbg', 'naik', 'kelas', 'berkat', 'kolaborasi', 'kita', 'bareng', 'prabowo']","['mutu', 'mbg', 'kelas', 'berkat', 'kolaborasi', 'bareng', 'prabowo']","['mutu', 'mbg', 'kelas', 'berkat', 'kolaborasi', 'bareng', 'prabowo']",mutu mbg kelas berkat kolaborasi bareng prabowo
@elisa_jkt @KAI121 Mukanya kaya ketua MBG,@elisa_jkt @kai121 mukanya kaya ketua mbg,mukanya kaya ketua mbg,"['mukanya', 'kaya', 'ketua', 'mbg']","['mukanya', 'kaya', 'ketua', 'mbg']","['muka', 'kaya', 'ketua', 'mbg']",muka kaya ketua mbg
Ooh ceritanya ada yang numpang di program andalan pak Prabowo yaitu MBG. Penumpang dari gerbong lama yang bingung kehabisan lahan korupsi ,ooh ceritanya ada yang numpang di program andalan pak prabowo yaitu mbg. penumpang dari gerbong lama yang bingung kehabisan lahan korupsi ,ooh ceritanya ada yang numpang di program andalan pak prabowo yaitu mbg penumpang dari gerbong lama yang bingung kehabisan lahan korupsi,"['ooh', 'ceritanya', 'ada', 'yang', 'numpang', 'di', 'program', 'andalan', 'pak', 'prabowo', 'yaitu', 'mbg', 'penumpang', 'dari', 'gerbong', 'lama', 'yang', 'bingung', 'kehabisan', 'lahan', 'korupsi']","['ooh', 'ceritanya', 'numpang', 'program', 'andalan', 'prabowo', 'mbg', 'penumpang', 'gerbong', 'bingung', 'kehabisan', 'lahan', 'korupsi']","['ooh', 'cerita', 'numpang', 'program', 'andal', 'prabowo', 'mbg', 'tumpang', 'gerbong', 'bingung', 'habis', 'lahan', 'korupsi']",ooh cerita numpang program andal prabowo mbg tumpang gerbong bingung habis lahan korupsi
@Naufaldaakbar @ARSIPAJA Ya kalo yg nyampe ke dapur MBG nya 10 rebu...,@naufaldaakbar @arsipaja ya kalo yg nyampe ke dapur mbg nya 10 rebu...,ya kalo yg nyampe ke dapur mbg nya rebu,"['ya', 'kalo', 'yg', 'nyampe', 'ke', 'dapur', 'mbg', 'nya', 'rebu']","['ya', 'kalo', 'yg', 'nyampe', 'dapur', 'mbg', 'nya', 'rebu']","['ya', 'kalo', 'yg', 'nyampe', 'dapur', 'mbg', 'nya', 'rebu']",ya kalo yg nyampe dapur mbg nya rebu
semoga prabowo kena azab keracunan mbg.,semoga prabowo kena azab keracunan mbg.,semoga prabowo kena azab keracunan mbg,"['semoga', 'prabowo', 'kena', 'azab', 'keracunan', 'mbg']","['semoga', 'prabowo', 'kena', 'azab', 'keracunan', 'mbg']","['moga', 'prabowo', 'kena', 'azab', 'racun', 'mbg']",moga prabowo kena azab racun mbg
Nyebar info kependudukan dari dukcapil Nyebar foto dari KTP (dukcapil juga) Akun legit yg nyerang cuma 2 80an akun yg doxx pada ngetwit bertagar BP Taskin MBG dan program 02 lain,nyebar info kependudukan dari dukcapil nyebar foto dari ktp (dukcapil juga) akun legit yg nyerang cuma 2 80an akun yg doxx pada ngetwit bertagar bp taskin mbg dan program 02 lain,nyebar info kependudukan dari dukcapil nyebar foto dari ktp dukcapil juga akun legit yg nyerang cuma an akun yg doxx pada ngetwit bertagar bp taskin mbg dan program lain,"['nyebar', 'info', 'kependudukan', 'dari', 'dukcapil', 'nyebar', 'foto', 'dari', 'ktp', 'dukcapil', 'juga', 'akun', 'legit', 'yg', 'nyerang', 'cuma', 'an', 'akun', 'yg', 'doxx', 'pada', 'ngetwit', 'bertagar', 'bp', 'taskin', 'mbg', 'dan', 'program', 'lain']","['nyebar', 'info', 'kependudukan', 'dukcapil', 'nyebar', 'foto', 'ktp', 'dukcapil', 'akun', 'legit', 'yg', 'nyerang', 'an', 'akun', 'yg', 'doxx', 'ngetwit', 'bertagar', 'bp', 'taskin', 'mbg', 'program']","['nyebar', 'info', 'duduk', 'dukcapil', 'nyebar', 'foto', 'ktp', 'dukcapil', 'akun', 'legit', 'yg', 'nyerang', 'an', 'akun', 'yg', 'doxx', 'ngetwit', 'tagar', 'bp', 'taskin', 'mbg', 'program']",nyebar info duduk dukcapil nyebar foto ktp dukcapil akun legit yg nyerang an akun yg doxx ngetwit tagar bp taskin mbg program
@ARSIPAJA Emang ada yg fitnah? Bukannya semua hal tentang buruknya MBG itu datang dari fakta di lapangan dari ketidakberesan SPPG ada keracunan ribuan anak dst. Bukan fitnah dodol! Makanya perbaiki MBG supaya ga ada lagi fakta buruknya.,@arsipaja emang ada yg fitnah? bukannya semua hal tentang buruknya mbg itu datang dari fakta di lapangan dari ketidakberesan sppg ada keracunan ribuan anak dst. bukan fitnah dodol! makanya perbaiki mbg supaya ga ada lagi fakta buruknya.,emang ada yg fitnah bukannya semua hal tentang buruknya mbg itu datang dari fakta di lapangan dari ketidakberesan sppg ada keracunan ribuan anak dst bukan fitnah dodol makanya perbaiki mbg supaya ga ada lagi fakta buruknya,"['emang', 'ada', 'yg', 'fitnah', 'bukannya', 'semua', 'hal', 'tentang', 'buruknya', 'mbg', 'itu', 'datang', 'dari', 'fakta', 'di', 'lapangan', 'dari', 'ketidakberesan', 'sppg', 'ada', 'keracunan', 'ribuan', 'anak', 'dst', 'bukan', 'fitnah', 'dodol', 'makanya', 'perbaiki', 'mbg', 'supaya', 'ga', 'ada', 'lagi', 'fakta', 'buruknya']","['emang', 'yg', 'fitnah', 'buruknya', 'mbg', 'fakta', 'lapangan', 'ketidakberesan', 'sppg', 'keracunan', 'ribuan', 'anak', 'dst', 'fitnah', 'dodol', 'perbaiki', 'mbg', 'ga', 'fakta', 'buruknya']","['emang', 'yg', 'fitnah', 'buruk', 'mbg', 'fakta', 'lapang', 'ketidakberesan', 'sppg', 'racun', 'ribu', 'anak', 'dst', 'fitnah', 'dodol', 'baik', 'mbg', 'ga', 'fakta', 'buruk']",emang yg fitnah buruk mbg fakta lapang ketidakberesan sppg racun ribu anak dst fitnah dodol baik mbg ga fakta buruk
@aisyahnsbah kata gua teh blokir akses mbg aja hari hari ada aja gebrakan pemerintah bikin stresss,@aisyahnsbah kata gua teh blokir akses mbg aja hari hari ada aja gebrakan pemerintah bikin stresss,kata gua teh blokir akses mbg aja hari hari ada aja gebrakan pemerintah bikin stresss,"['kata', 'gua', 'teh', 'blokir', 'akses', 'mbg', 'aja', 'hari', 'hari', 'ada', 'aja', 'gebrakan', 'pemerintah', 'bikin', 'stresss']","['gua', 'teh', 'blokir', 'akses', 'mbg', 'aja', 'aja', 'gebrakan', 'pemerintah', 'bikin', 'stresss']","['gua', 'teh', 'blokir', 'akses', 'mbg', 'aja', 'aja', 'gebrak', 'perintah', 'bikin', 'stresss']",gua teh blokir akses mbg aja aja gebrak perintah bikin stresss
Masalah dan solusi tdk nyambung. Suka2 Presiden. Mau makanannya beracun atau tidak sebodo amat. Toh korbannya bukan keluarganya. Masalah : MBG sdh meracuni lebih dari 10 ribu anak. Solusi : Dapur MBG siapkan 2 jenis lauk setiap hari,masalah dan solusi tdk nyambung. suka2 presiden. mau makanannya beracun atau tidak sebodo amat. toh korbannya bukan keluarganya. masalah : mbg sdh meracuni lebih dari 10 ribu anak. solusi : dapur mbg siapkan 2 jenis lauk setiap hari,masalah dan solusi tdk nyambung suka presiden mau makanannya beracun atau tidak sebodo amat toh korbannya bukan keluarganya masalah mbg sdh meracuni lebih dari ribu anak solusi dapur mbg siapkan jenis lauk setiap hari,"['masalah', 'dan', 'solusi', 'tdk', 'nyambung', 'suka', 'presiden', 'mau', 'makanannya', 'beracun', 'atau', 'tidak', 'sebodo', 'amat', 'toh', 'korbannya', 'bukan', 'keluarganya', 'masalah', 'mbg', 'sdh', 'meracuni', 'lebih', 'dari', 'ribu', 'anak', 'solusi', 'dapur', 'mbg', 'siapkan', 'jenis', 'lauk', 'setiap', 'hari']","['solusi', 'tdk', 'nyambung', 'suka', 'presiden', 'makanannya', 'beracun', 'sebodo', 'korbannya', 'keluarganya', 'mbg', 'sdh', 'meracuni', 'ribu', 'anak', 'solusi', 'dapur', 'mbg', 'siapkan', 'jenis', 'lauk']","['solusi', 'tdk', 'nyambung', 'suka', 'presiden', 'makan', 'racun', 'sebodo', 'korban', 'keluarga', 'mbg', 'sdh', 'racun', 'ribu', 'anak', 'solusi', 'dapur', 'mbg', 'siap', 'jenis', 'lauk']",solusi tdk nyambung suka presiden makan racun sebodo korban keluarga mbg sdh racun ribu anak solusi dapur mbg siap jenis lauk
@JukiHoki Kosplay kepala MBG juk,@jukihoki kosplay kepala mbg juk,kosplay kepala mbg juk,"['kosplay', 'kepala', 'mbg', 'juk']","['kosplay', 'kepala', 'mbg', 'juk']","['kosplay', 'kepala', 'mbg', 'juk']",kosplay kepala mbg juk
MBG memakan korban lagi di Sumatera Utara https://t.co/QJRITi3QZw,mbg memakan korban lagi di sumatera utara https://t.co/qjriti3qzw,mbg memakan korban lagi di sumatera utara,"['mbg', 'memakan', 'korban', 'lagi', 'di', 'sumatera', 'utara']","['mbg', 'memakan', 'korban', 'sumatera', 'utara']","['mbg', 'makan', 'korban', 'sumatera', 'utara']",mbg makan korban sumatera utara
@tempodotco Biaya memberikan hak yang layak kepada guru dan dosen juga tidak mahal.. Apalagi jika dibandingkan dengan biaya MBG.. Tapi masak mau kayak gitu.. Mau jadi apa bangsa besar ini..,@tempodotco biaya memberikan hak yang layak kepada guru dan dosen juga tidak mahal.. apalagi jika dibandingkan dengan biaya mbg.. tapi masak mau kayak gitu.. mau jadi apa bangsa besar ini..,biaya memberikan hak yang layak kepada guru dan dosen juga tidak mahal apalagi jika dibandingkan dengan biaya mbg tapi masak mau kayak gitu mau jadi apa bangsa besar ini,"['biaya', 'memberikan', 'hak', 'yang', 'layak', 'kepada', 'guru', 'dan', 'dosen', 'juga', 'tidak', 'mahal', 'apalagi', 'jika', 'dibandingkan', 'dengan', 'biaya', 'mbg', 'tapi', 'masak', 'mau', 'kayak', 'gitu', 'mau', 'jadi', 'apa', 'bangsa', 'besar', 'ini']","['biaya', 'hak', 'layak', 'guru', 'dosen', 'mahal', 'dibandingkan', 'biaya', 'mbg', 'masak', 'kayak', 'gitu', 'bangsa']","['biaya', 'hak', 'layak', 'guru', 'dosen', 'mahal', 'banding', 'biaya', 'mbg', 'masak', 'kayak', 'gitu', 'bangsa']",biaya hak layak guru dosen mahal banding biaya mbg masak kayak gitu bangsa
Keracunan Pangan Progam MBG di Sleman Capai 1.772 Kasus https://t.co/Lj7tQTlzpd https://t.co/AmQVKs5vZU,keracunan pangan progam mbg di sleman capai 1.772 kasus https://t.co/lj7tqtlzpd https://t.co/amqvks5vzu,keracunan pangan progam mbg di sleman capai kasus,"['keracunan', 'pangan', 'progam', 'mbg', 'di', 'sleman', 'capai', 'kasus']","['keracunan', 'pangan', 'progam', 'mbg', 'sleman', 'capai']","['racun', 'pangan', 'progam', 'mbg', 'sleman', 'capai']",racun pangan progam mbg sleman capai
Day 2 denger suara ambulan bolak balik karena keracunan mbg ,day 2 denger suara ambulan bolak balik karena keracunan mbg ,day denger suara ambulan bolak balik karena keracunan mbg,"['day', 'denger', 'suara', 'ambulan', 'bolak', 'balik', 'karena', 'keracunan', 'mbg']","['day', 'denger', 'suara', 'ambulan', 'bolak', 'keracunan', 'mbg']","['day', 'denger', 'suara', 'ambul', 'bolak', 'racun', 'mbg']",day denger suara ambul bolak racun mbg
@EMqori Bayar mbg yang tadi,@emqori bayar mbg yang tadi,bayar mbg yang tadi,"['bayar', 'mbg', 'yang', 'tadi']","['bayar', 'mbg']","['bayar', 'mbg']",bayar mbg
Parah orang ini tiap periode selalu nyaleg dan jadi DPR gak pernah lengser. Dana pendidikan udah dipotong buat mbg masa mau dipotong lagi buat pesantren swasta. Emang ya pinter banget cari suara buat 2029 #BOIKOTTRANS7 https://t.co/dJ6kQh40yE,parah orang ini tiap periode selalu nyaleg dan jadi dpr gak pernah lengser. dana pendidikan udah dipotong buat mbg masa mau dipotong lagi buat pesantren swasta. emang ya pinter banget cari suara buat 2029 #boikottrans7 https://t.co/dj6kqh40ye,parah orang ini tiap periode selalu nyaleg dan jadi dpr gak pernah lengser dana pendidikan udah dipotong buat mbg masa mau dipotong lagi buat pesantren swasta emang ya pinter banget cari suara buat,"['parah', 'orang', 'ini', 'tiap', 'periode', 'selalu', 'nyaleg', 'dan', 'jadi', 'dpr', 'gak', 'pernah', 'lengser', 'dana', 'pendidikan', 'udah', 'dipotong', 'buat', 'mbg', 'masa', 'mau', 'dipotong', 'lagi', 'buat', 'pesantren', 'swasta', 'emang', 'ya', 'pinter', 'banget', 'cari', 'suara', 'buat']","['parah', 'orang', 'periode', 'nyaleg', 'dpr', 'gak', 'lengser', 'dana', 'pendidikan', 'udah', 'dipotong', 'mbg', 'dipotong', 'pesantren', 'swasta', 'emang', 'ya', 'pinter', 'banget', 'cari', 'suara']","['parah', 'orang', 'periode', 'nyaleg', 'dpr', 'gak', 'lengser', 'dana', 'didik', 'udah', 'potong', 'mbg', 'potong', 'pesantren', 'swasta', 'emang', 'ya', 'pinter', 'banget', 'cari', 'suara']",parah orang periode nyaleg dpr gak lengser dana didik udah potong mbg potong pesantren swasta emang ya pinter banget cari suara
Min @tempodotco @Rosianna766Hi ini MBG gak bisa stop ..malah melaju macam pandemi di mana mana. Kalian di @DPR_RI diem aja itu nunggu anak/cucunya jadi korban dulu baru bereaksi ?,min @tempodotco @rosianna766hi ini mbg gak bisa stop ..malah melaju macam pandemi di mana mana. kalian di @dpr_ri diem aja itu nunggu anak/cucunya jadi korban dulu baru bereaksi ?,min ini mbg gak bisa stop malah melaju macam pandemi di mana mana kalian di diem aja itu nunggu anakcucunya jadi korban dulu baru bereaksi,"['min', 'ini', 'mbg', 'gak', 'bisa', 'stop', 'malah', 'melaju', 'macam', 'pandemi', 'di', 'mana', 'mana', 'kalian', 'di', 'diem', 'aja', 'itu', 'nunggu', 'anakcucunya', 'jadi', 'korban', 'dulu', 'baru', 'bereaksi']","['min', 'mbg', 'gak', 'stop', 'melaju', 'pandemi', 'diem', 'aja', 'nunggu', 'anakcucunya', 'korban', 'bereaksi']","['min', 'mbg', 'gak', 'stop', 'laju', 'pandemi', 'diem', 'aja', 'nunggu', 'anakcucunya', 'korban', 'reaksi']",min mbg gak stop laju pandemi diem aja nunggu anakcucunya korban reaksi
Korban MBG di Sumut https://t.co/9UA0o9ghBw,korban mbg di sumut https://t.co/9ua0o9ghbw,korban mbg di sumut,"['korban', 'mbg', 'di', 'sumut']","['korban', 'mbg', 'sumut']","['korban', 'mbg', 'sumut']",korban mbg sumut
@kompascom Kemarin denger keluhan pedagang telur banyak orang dari MBG yang nyari telur dengan harga 15k/kg dengan alasan beli borongan sedangkan harga saat ini aja dipasaran sedang 31k/kg ada gila-gilanya gitu ternyata,@kompascom kemarin denger keluhan pedagang telur banyak orang dari mbg yang nyari telur dengan harga 15k/kg dengan alasan beli borongan sedangkan harga saat ini aja dipasaran sedang 31k/kg ada gila-gilanya gitu ternyata,kemarin denger keluhan pedagang telur banyak orang dari mbg yang nyari telur dengan harga kkg dengan alasan beli borongan sedangkan harga saat ini aja dipasaran sedang kkg ada gilagilanya gitu ternyata,"['kemarin', 'denger', 'keluhan', 'pedagang', 'telur', 'banyak', 'orang', 'dari', 'mbg', 'yang', 'nyari', 'telur', 'dengan', 'harga', 'kkg', 'dengan', 'alasan', 'beli', 'borongan', 'sedangkan', 'harga', 'saat', 'ini', 'aja', 'dipasaran', 'sedang', 'kkg', 'ada', 'gilagilanya', 'gitu', 'ternyata']","['kemarin', 'denger', 'keluhan', 'pedagang', 'telur', 'orang', 'mbg', 'nyari', 'telur', 'harga', 'kkg', 'alasan', 'beli', 'borongan', 'harga', 'aja', 'dipasaran', 'kkg', 'gilagilanya', 'gitu']","['kemarin', 'denger', 'keluh', 'dagang', 'telur', 'orang', 'mbg', 'nyari', 'telur', 'harga', 'kkg', 'alas', 'beli', 'borong', 'harga', 'aja', 'pasar', 'kkg', 'gilagilanya', 'gitu']",kemarin denger keluh dagang telur orang mbg nyari telur harga kkg alas beli borong harga aja pasar kkg gilagilanya gitu
@kompascom Kalo wujud cinta bangun dapur dengan sistem kerakyatan warga ibu2 RT per rayon diberdayakan dengan sistem yang cerdas dan baik. Semua win2 bukan yang punya modal apalagi institusi yang sangat tidak terkait mendadak ikut2 an buka dapur MBG,@kompascom kalo wujud cinta bangun dapur dengan sistem kerakyatan warga ibu2 rt per rayon diberdayakan dengan sistem yang cerdas dan baik. semua win2 bukan yang punya modal apalagi institusi yang sangat tidak terkait mendadak ikut2 an buka dapur mbg,kalo wujud cinta bangun dapur dengan sistem kerakyatan warga ibu rt per rayon diberdayakan dengan sistem yang cerdas dan baik semua win bukan yang punya modal apalagi institusi yang sangat tidak terkait mendadak ikut an buka dapur mbg,"['kalo', 'wujud', 'cinta', 'bangun', 'dapur', 'dengan', 'sistem', 'kerakyatan', 'warga', 'ibu', 'rt', 'per', 'rayon', 'diberdayakan', 'dengan', 'sistem', 'yang', 'cerdas', 'dan', 'baik', 'semua', 'win', 'bukan', 'yang', 'punya', 'modal', 'apalagi', 'institusi', 'yang', 'sangat', 'tidak', 'terkait', 'mendadak', 'ikut', 'an', 'buka', 'dapur', 'mbg']","['kalo', 'wujud', 'cinta', 'bangun', 'dapur', 'sistem', 'kerakyatan', 'warga', 'rt', 'rayon', 'diberdayakan', 'sistem', 'cerdas', 'win', 'modal', 'institusi', 'terkait', 'mendadak', 'an', 'buka', 'dapur', 'mbg']","['kalo', 'wujud', 'cinta', 'bangun', 'dapur', 'sistem', 'rakyat', 'warga', 'rt', 'rayon', 'daya', 'sistem', 'cerdas', 'win', 'modal', 'institusi', 'kait', 'dadak', 'an', 'buka', 'dapur', 'mbg']",kalo wujud cinta bangun dapur sistem rakyat warga rt rayon daya sistem cerdas win modal institusi kait dadak an buka dapur mbg
oalah mbg,oalah mbg,oalah mbg,"['oalah', 'mbg']","['oalah', 'mbg']","['oalah', 'mbg']",oalah mbg
@Keonoho Heyyyy Keong tetiba bahas MBG. Km trauma dikasih MBG yah? Punyaku ada label anti basi dari kumon kok!! &gt;____&lt;,@keonoho heyyyy keong tetiba bahas mbg. km trauma dikasih mbg yah? punyaku ada label anti basi dari kumon kok!! &gt;____&lt;,heyyyy keong tetiba bahas mbg km trauma dikasih mbg yah punyaku ada label anti basi dari kumon kok gtlt,"['heyyyy', 'keong', 'tetiba', 'bahas', 'mbg', 'km', 'trauma', 'dikasih', 'mbg', 'yah', 'punyaku', 'ada', 'label', 'anti', 'basi', 'dari', 'kumon', 'kok', 'gtlt']","['heyyyy', 'keong', 'tetiba', 'bahas', 'mbg', 'km', 'trauma', 'dikasih', 'mbg', 'yah', 'punyaku', 'label', 'anti', 'basi', 'kumon', 'gtlt']","['heyyyy', 'keong', 'tetiba', 'bahas', 'mbg', 'km', 'trauma', 'kasih', 'mbg', 'yah', 'punya', 'label', 'anti', 'basi', 'kumon', 'gtlt']",heyyyy keong tetiba bahas mbg km trauma kasih mbg yah punya label anti basi kumon gtlt
MBG Edisi spesial oknum siswa SMAN 1 Cimarga https://t.co/wL7Ln2FidD,mbg edisi spesial oknum siswa sman 1 cimarga https://t.co/wl7ln2fidd,mbg edisi spesial oknum siswa sman cimarga,"['mbg', 'edisi', 'spesial', 'oknum', 'siswa', 'sman', 'cimarga']","['mbg', 'edisi', 'spesial', 'oknum', 'siswa', 'sman', 'cimarga']","['mbg', 'edisi', 'spesial', 'oknum', 'siswa', 'sman', 'cimarga']",mbg edisi spesial oknum siswa sman cimarga
@ARSIPAJA Kayaknya gak ada yg salah dgn kritik Atalia ini... Ponpes swasta apa urgensi dibangun dgn Dana APBN ???? Karena kebutuhan Negara pun masih banyak yg harus dibayarkan (Hutang) Kecuali pemerintah mau berbagi Dana MBG utk membangun kembali Ponpes yg ambruk ini,@arsipaja kayaknya gak ada yg salah dgn kritik atalia ini... ponpes swasta apa urgensi dibangun dgn dana apbn ???? karena kebutuhan negara pun masih banyak yg harus dibayarkan (hutang) kecuali pemerintah mau berbagi dana mbg utk membangun kembali ponpes yg ambruk ini,kayaknya gak ada yg salah dgn kritik atalia ini ponpes swasta apa urgensi dibangun dgn dana apbn karena kebutuhan negara pun masih banyak yg harus dibayarkan hutang kecuali pemerintah mau berbagi dana mbg utk membangun kembali ponpes yg ambruk ini,"['kayaknya', 'gak', 'ada', 'yg', 'salah', 'dgn', 'kritik', 'atalia', 'ini', 'ponpes', 'swasta', 'apa', 'urgensi', 'dibangun', 'dgn', 'dana', 'apbn', 'karena', 'kebutuhan', 'negara', 'pun', 'masih', 'banyak', 'yg', 'harus', 'dibayarkan', 'hutang', 'kecuali', 'pemerintah', 'mau', 'berbagi', 'dana', 'mbg', 'utk', 'membangun', 'kembali', 'ponpes', 'yg', 'ambruk', 'ini']","['kayaknya', 'gak', 'yg', 'salah', 'dgn', 'kritik', 'atalia', 'ponpes', 'swasta', 'urgensi', 'dibangun', 'dgn', 'dana', 'apbn', 'kebutuhan', 'negara', 'yg', 'dibayarkan', 'hutang', 'kecuali', 'pemerintah', 'berbagi', 'dana', 'mbg', 'utk', 'membangun', 'ponpes', 'yg', 'ambruk']","['kayak', 'gak', 'yg', 'salah', 'dgn', 'kritik', 'atalia', 'ponpes', 'swasta', 'urgensi', 'bangun', 'dgn', 'dana', 'apbn', 'butuh', 'negara', 'yg', 'bayar', 'hutang', 'kecuali', 'perintah', 'bagi', 'dana', 'mbg', 'utk', 'bangun', 'ponpes', 'yg', 'ambruk']",kayak gak yg salah dgn kritik atalia ponpes swasta urgensi bangun dgn dana apbn butuh negara yg bayar hutang kecuali perintah bagi dana mbg utk bangun ponpes yg ambruk
hari ini adik gw dari sekolahannya dapet MBG lalu basi kok bisa sih pegawainya ga cek atau at least cium sebelum kasih basi atau gak ih,hari ini adik gw dari sekolahannya dapet mbg lalu basi kok bisa sih pegawainya ga cek atau at least cium sebelum kasih basi atau gak ih,hari ini adik gw dari sekolahannya dapet mbg lalu basi kok bisa sih pegawainya ga cek atau at least cium sebelum kasih basi atau gak ih,"['hari', 'ini', 'adik', 'gw', 'dari', 'sekolahannya', 'dapet', 'mbg', 'lalu', 'basi', 'kok', 'bisa', 'sih', 'pegawainya', 'ga', 'cek', 'atau', 'at', 'least', 'cium', 'sebelum', 'kasih', 'basi', 'atau', 'gak', 'ih']","['adik', 'gw', 'sekolahannya', 'dapet', 'mbg', 'basi', 'sih', 'pegawainya', 'ga', 'cek', 'at', 'least', 'cium', 'kasih', 'basi', 'gak', 'ih']","['adik', 'gw', 'sekolah', 'dapet', 'mbg', 'basi', 'sih', 'pegawai', 'ga', 'cek', 'at', 'least', 'cium', 'kasih', 'basi', 'gak', 'ih']",adik gw sekolah dapet mbg basi sih pegawai ga cek at least cium kasih basi gak ih
@billkith Di pasrahin dapet mbg,@billkith di pasrahin dapet mbg,di pasrahin dapet mbg,"['di', 'pasrahin', 'dapet', 'mbg']","['pasrahin', 'dapet', 'mbg']","['pasrahin', 'dapet', 'mbg']",pasrahin dapet mbg
lebih baik mam nasi sayap abbys drpd mbg gak niat,lebih baik mam nasi sayap abbys drpd mbg gak niat,lebih baik mam nasi sayap abbys drpd mbg gak niat,"['lebih', 'baik', 'mam', 'nasi', 'sayap', 'abbys', 'drpd', 'mbg', 'gak', 'niat']","['mam', 'nasi', 'sayap', 'abbys', 'drpd', 'mbg', 'gak', 'niat']","['mam', 'nasi', 'sayap', 'abbys', 'drpd', 'mbg', 'gak', 'niat']",mam nasi sayap abbys drpd mbg gak niat
sales mbg knpa maksa bgt kyk sales MLM dah,sales mbg knpa maksa bgt kyk sales mlm dah,sales mbg knpa maksa bgt kyk sales mlm dah,"['sales', 'mbg', 'knpa', 'maksa', 'bgt', 'kyk', 'sales', 'mlm', 'dah']","['sales', 'mbg', 'knpa', 'maksa', 'bgt', 'kyk', 'sales', 'mlm', 'dah']","['sales', 'mbg', 'knpa', 'maksa', 'bgt', 'kyk', 'sales', 'mlm', 'dah']",sales mbg knpa maksa bgt kyk sales mlm dah
@BiLLRaY2019 MBG kacau,@billray2019 mbg kacau,mbg kacau,"['mbg', 'kacau']","['mbg', 'kacau']","['mbg', 'kacau']",mbg kacau
@Iupaingatan Nyungkeun mbg bu?,@iupaingatan nyungkeun mbg bu?,nyungkeun mbg bu,"['nyungkeun', 'mbg', 'bu']","['nyungkeun', 'mbg', 'bu']","['nyungkeun', 'mbg', 'bu']",nyungkeun mbg bu
@tempodotco Ahh kembali ke mbg,@tempodotco ahh kembali ke mbg,ahh kembali ke mbg,"['ahh', 'kembali', 'ke', 'mbg']","['ahh', 'mbg']","['ahh', 'mbg']",ahh mbg
